time,step,hour,shift_id,normal_queue,priority_queue,wip_total,completed_jobs,defect_rate,defects,energy_consumption,operator_load,operator_skill,operator_fatigue,machine_A_status,machine_B_status,machine_C_status,machine_A_speed,machine_B_speed,machine_C_speed,maintenance_A,maintenance_B,maintenance_C,demand_spike_flag,queue_length,lead_time,machine_status
464.0,464,5,3,114.0,0.0,114.0,4,0.10689472129995978,0,5.58983906930074,0.6409122185331725,0.7829821367893287,0.49377161472759545,1,1,0,2.2849606404365046,1.827338196189421,0.0,0,0,0,0,114.0,28.5,0.6666666666666666
465.0,465,5,3,112.0,0.0,112.0,3,0.10656059554755107,1,5.537450239370634,0.6395757155235376,0.7976646518375027,0.49777161472759546,1,1,0,2.117262327774371,1.9295504714389227,0.0,0,0,0,0,112.0,37.333333333333336,0.6666666666666666
466.0,466,5,3,111.0,0.0,111.0,4,0.10625677788737606,0,5.423283743215518,0.6383604448828375,0.8117410050410034,0.5017716147275955,1,1,0,2.027490509892276,1.8766141691271223,0.0,0,0,0,0,111.0,27.75,0.6666666666666666
467.0,467,5,3,109.0,0.0,109.0,4,0.1059847244435971,0,5.469546605824234,0.6372722311077217,0.8251820739165823,0.5057716147275955,1,1,0,2.230592816157034,1.7313404411232578,0.0,0,0,0,0,109.0,27.25,0.6666666666666666
468.0,468,6,1,108.0,0.0,108.0,6,0.10574546071696059,0,6.89565137653526,0.6363151762011757,0.8379673484493124,0.5097716147275955,1,1,0,2.962801146434792,2.781763074234283,0.0,0,0,0,0,108.0,18.0,0.6666666666666666
469.0,469,6,1,103.0,0.0,103.0,6,0.1055396037329367,0,6.731707624101679,0.63549174826508,0.8500844881297909,0.5137716147275955,1,1,0,2.9631160333181708,2.576518496808928,0.0,0,0,0,0,103.0,17.166666666666668,0.6666666666666666
470.0,470,6,1,104.0,0.0,104.0,5,0.10536739203987586,0,6.768895077746179,0.6348029014928367,0.8615287219910073,0.5177716147275955,1,1,0,3.198490843236444,2.38762800394628,0.0,0,0,0,0,104.0,20.8,0.6666666666666666
471.0,471,6,1,110.0,0.0,110.0,4,0.1052287214726487,1,6.68161524359427,0.6342482192239282,0.8723021333355505,0.5217716147275955,1,1,0,3.074776438312744,2.402242616180094,0.0,0,0,0,0,110.0,27.5,0.6666666666666666
472.0,472,6,1,106.0,0.0,106.0,7,0.0884565179930722,1,9.289680034693554,0.6338260719722888,0.882412869593747,0.5257716147275955,1,1,1,3.2575064966446083,2.8135864572731952,1.791007089449138,0,0,0,0,106.0,15.142857142857142,1.0
473.0,473,6,1,105.0,0.0,105.0,8,0.08838344575068327,0,9.298754205055547,0.6335337830027331,0.8918743144415255,0.5297716147275955,1,1,1,3.123570028739207,2.7034125561298596,2.0464601714503656,0,0,0,0,105.0,13.125,1.0
474.0,474,7,1,102.0,0.0,102.0,6,0.1050086154109433,0,7.0578090915337155,0.6333677949771065,0.9007042545696586,0.5337716147275955,1,1,0,3.3530551914038784,2.5942061730132653,0.0,0,0,0,0,102.0,17.0,0.6666666666666666
475.0,475,7,1,100.0,0.0,100.0,5,0.10499762474213115,1,6.728959056155882,0.6333238323018578,0.9089240679459014,0.5377716147275955,1,1,0,2.9676477760472184,2.5685510441476347,0.0,0,0,0,0,100.0,20.0,0.6666666666666666
476.0,476,7,1,99.0,0.0,99.0,6,0.10501593041020035,0,7.038177511007503,0.6333970549741347,0.9165579545845175,0.5417716147275955,1,1,0,3.325331979309159,2.5973899094502193,0.0,0,0,0,0,99.0,16.5,0.6666666666666666
477.0,477,7,1,100.0,0.0,100.0,5,0.10506221688127268,1,6.995165519031816,0.633582200858424,0.9236322251630709,0.5457716147275955,1,1,0,3.216453110575646,2.652503788214124,0.0,0,0,0,0,100.0,20.0,0.6666666666666666
478.0,478,7,1,98.0,0.0,98.0,6,0.1051350952586152,0,7.149642577360653,0.6338737143677942,0.9301746576162202,0.5497716147275955,1,1,0,3.2816363111343816,2.780416910566434,0.0,0,0,0,0,98.0,16.333333333333332,0.6666666666666666
479.0,479,7,1,97.0,0.0,97.0,6,0.1052331317749462,0,7.221042074647832,0.6342658604331182,0.9362139272896006,0.5537716147275955,1,1,0,3.339000056352214,2.8123025369575756,0.0,0,0,0,0,97.0,16.166666666666668,0.6666666666666666
480.0,480,8,1,93.0,0.0,93.0,5,0.11294698403379994,0,6.223331059983878,0.6651212694685331,0.35822088754574566,0.3419136174442055,1,1,0,2.831474885239629,2.072688939740218,0.0,0,0,0,0,93.0,18.6,0.6666666666666666
481.0,481,8,1,92.0,0.0,92.0,5,0.11306872477556726,0,6.340377777118481,0.6656082324356024,0.36378607271039926,0.3459136174442055,1,1,0,2.8519942389698056,2.1984779824282965,0.0,0,0,0,0,92.0,18.4,0.6666666666666666
482.0,482,8,1,89.0,0.0,89.0,6,0.11316676129189823,0,6.733918751713115,0.6660003785009263,0.36982534238377957,0.3499136174442055,1,1,0,2.971246076370607,2.5711523632707873,0.0,0,0,0,0,89.0,14.833333333333334,0.6666666666666666
483.0,483,8,1,90.0,0.0,90.0,4,0.11323963966924078,1,6.299084494545778,0.6662918920102965,0.37636777483692907,0.3539136174442055,1,1,0,2.7911533087503906,2.2077023094318324,0.0,0,0,0,0,90.0,22.5,0.6666666666666666
484.0,484,8,1,87.0,0.0,87.0,5,0.1132859261403131,0,6.445242713179903,0.6664770378945857,0.38344204541548227,0.3579136174442055,1,1,0,2.9093520763961522,2.272201315078727,0.0,0,0,0,0,87.0,17.4,0.6666666666666666
485.0,485,8,1,84.0,0.0,84.0,6,0.11330423180838231,0,6.561632132963882,0.6665502605668625,0.39107593205409846,0.3619136174442055,1,1,0,2.761086324307852,2.5659538418970005,0.0,0,0,0,0,84.0,14.0,0.6666666666666666
486.0,486,9,1,90.0,0.0,90.0,4,0.11329324113957015,1,6.104673371442243,0.666506297891614,0.3992957454303414,0.36591361744420553,1,1,0,2.6898679812436717,2.0659737330591317,0.0,0,0,0,0,90.0,22.5,0.6666666666666666
487.0,487,9,1,87.0,0.0,87.0,5,0.1132517441331635,0,6.402992391548996,0.6663403098659874,0.4081256855584743,0.36991361744420553,1,1,0,2.7739566744276027,2.354783815008642,0.0,0,0,0,0,87.0,17.4,0.6666666666666666
488.0,488,9,1,84.0,0.0,84.0,5,0.1131786718907746,0,6.415288571911395,0.6660480208964317,0.41758713040625284,0.37391361744420554,1,1,0,2.9652511493572473,2.1788595655319964,0.0,0,0,0,0,84.0,16.8,0.6666666666666666
489.0,489,9,1,92.0,0.0,92.0,5,0.11307313507786473,0,6.297781407857532,0.6656258736447923,0.4276978666644494,0.37791361744420554,1,1,0,2.728734036579711,2.2684927232422045,0.0,0,0,0,0,92.0,18.4,0.6666666666666666
490.0,490,9,1,92.0,0.0,92.0,4,0.1129344645106376,1,6.470913713568134,0.6650711913758837,0.43847127800899277,0.38191361744420554,1,1,0,2.8234903225651595,2.3901518193950078,0.0,0,0,0,0,92.0,23.0,0.6666666666666666
491.0,491,9,1,93.0,0.0,93.0,5,0.11276225281757679,0,6.170355274161773,0.6643823446036405,0.44991551187020895,0.38591361744420555,1,1,0,2.5701857619645483,2.2677583307376676,0.0,0,0,0,0,93.0,18.6,0.6666666666666666
492.0,492,10,1,93.0,0.0,93.0,5,0.11255639583355284,0,6.669591861292755,0.6635589166675447,0.4620326515506876,0.38991361744420555,1,1,0,2.9673132734693746,2.494676553146569,0.0,0,0,0,0,93.0,18.6,0.6666666666666666
493.0,493,10,1,89.0,0.0,89.0,6,0.11231713210691635,0,6.599140436682735,0.6626018617609988,0.4748179260834176,0.39391361744420555,1,1,0,2.849485203454091,2.5244403423993274,0.0,0,0,0,0,89.0,14.833333333333334,0.6666666666666666
494.0,494,10,1,93.0,0.0,93.0,4,0.1120450786631374,1,6.702397867145133,0.6615136479858829,0.48825899495899655,0.39791361744420556,1,1,0,3.0261055369279224,2.476891797003493,0.0,0,0,0,1,93.0,23.25,0.6666666666666666
495.0,495,10,1,90.0,0.0,90.0,4,0.11174126100296236,1,6.513652613267495,0.6602983773451828,0.5023353481624971,0.40191361744420556,1,1,0,2.944197726574868,2.3228680400095008,0.0,0,0,0,0,90.0,22.5,0.6666666666666666
496.0,496,10,1,90.0,0.0,90.0,4,0.11140713525055368,1,6.340007330506899,0.6589618743355481,0.5170178632106712,0.40591361744420557,1,1,0,2.6985783132385466,2.351430849895077,0.0,0,0,0,0,90.0,22.5,0.6666666666666666
497.0,497,10,1,95.0,0.0,95.0,3,0.11104460043697303,2,6.610976006421731,0.6575117350812255,0.5322685594822837,0.40991361744420557,1,1,0,3.132533807094203,2.25618620093296,0.0,0,0,0,0,95.0,31.666666666666668,0.6666666666666666
498.0,498,11,1,96.0,0.0,96.0,5,0.11065599912899007,0,6.616960801555699,0.6559573298492937,0.5480405856419431,0.4139136174442056,1,1,0,3.0868526358816126,2.3093483660630105,0.0,0,0,0,0,96.0,19.2,0.6666666666666666
499.0,499,11,1,94.0,0.0,94.0,4,0.11024410500315213,1,6.604133126136733,0.6543097533459419,0.5642784681587018,0.4179136174442056,1,1,0,2.954315774197754,2.4258506334731624,0.0,0,0,0,0,94.0,23.5,0.6666666666666666
500.0,500,11,1,93.0,0.0,93.0,3,0.1264787631816897,0,3.759854974748483,0.6525817193934256,0.5809186379212836,0.4219136174442056,1,0,0,2.699818718435604,0.0,0.0,0,1,0,0,93.0,31.0,0.3333333333333333
501.0,501,11,1,92.0,0.0,92.0,3,0.12603018316616196,0,4.220495373313959,0.6507873993313146,0.5978902382318387,0.4259136174442056,1,0,0,3.275619216642449,0.0,0.0,0,1,0,0,92.0,30.666666666666668,0.3333333333333333
502.0,502,11,1,93.0,0.0,93.0,1,0.12556888498369062,2,4.112405275381217,0.6489422066014291,0.6151162018812655,0.4299136174442056,1,0,0,3.140506594226521,0.0,0.0,0,1,0,0,93.0,93.0,0.3333333333333333
503.0,503,11,1,94.0,0.0,94.0,3,0.1250989666395168,0,4.1637071452800924,0.6470625332247338,0.632514568764742,0.4339136174442056,1,0,0,3.204633931600115,0.0,0.0,0,1,0,0,94.0,31.333333333333332,0.3333333333333333
504.0,504,12,1,93.0,0.0,93.0,3,0.1246246950777539,0,3.956177819246873,0.6451654469776822,0.6499999999999999,0.4379136174442056,1,0,0,2.945222274058591,0.0,0.0,0,1,0,0,93.0,31.0,0.3333333333333333
505.0,505,12,1,104.0,0.0,104.0,3,0.124150423515991,0,4.168561481267825,0.6432683607306307,0.667485431235258,0.4419136174442056,1,0,0,3.2107018515847816,0.0,0.0,0,1,0,0,104.0,34.666666666666664,0.3333333333333333
506.0,506,12,1,103.0,0.0,103.0,3,0.12368050517181718,0,4.273952635062909,0.6413886873539354,0.6848837981187346,0.4459136174442056,1,0,0,3.3424407938286365,0.0,0.0,0,1,0,0,103.0,34.333333333333336,0.3333333333333333
507.0,507,12,1,101.0,0.0,101.0,3,0.12321920698934584,0,4.248094685448105,0.63954349462405,0.7021097617681613,0.4499136174442056,1,0,0,3.3101183568101322,0.0,0.0,0,1,0,0,101.0,33.666666666666664,0.3333333333333333
508.0,508,12,1,100.0,0.0,100.0,2,0.12277062697381809,1,3.9326320950947222,0.637749174561939,0.7190813620787164,0.4539136174442056,1,0,0,2.915790118868403,0.0,0.0,0,1,0,0,100.0,50.0,0.3333333333333333
509.0,509,12,1,101.0,0.0,101.0,3,0.12233861848568899,0,3.9916759313540537,0.6360211406094226,0.7357215318412982,0.4579136174442056,1,0,0,2.9895949141925673,0.0,0.0,0,1,0,0,101.0,33.666666666666664,0.3333333333333333
510.0,510,13,1,104.0,0.0,104.0,5,0.10526005769318439,0,6.254432241607438,0.6343735641060709,0.7519594143580568,0.4619136174442056,1,0,1,3.041041677222448,0.0,1.9019986247868488,0,1,0,0,104.0,20.8,0.6666666666666666
511.0,511,13,1,98.0,0.0,98.0,8,0.08820478971853475,0,9.43290942921094,0.6328191588741391,0.7677314405177162,0.4659136174442056,1,1,1,3.1730872302881035,2.7139297011081367,2.154119855117433,0,0,0,0,98.0,12.25,1.0
512.0,512,13,1,93.0,0.0,93.0,8,0.08784225490495412,0,8.961227312844956,0.6313690196198165,0.7829821367893287,0.4699136174442056,1,1,1,3.104657629167817,2.566290916911039,1.780585594977339,0,0,0,0,93.0,11.625,1.0
513.0,513,13,1,89.0,0.0,89.0,7,0.08750812915254544,1,9.091603440114106,0.6300325166101818,0.7976646518375027,0.4739136174442056,1,1,1,3.1314967091812105,2.510969739404838,1.9720378515565844,0,0,0,0,89.0,12.714285714285714,1.0
514.0,514,13,1,83.0,0.0,83.0,6,0.08720431149237039,1,9.134082778117836,0.6288172459694815,0.8117410050410034,0.47791361744420563,1,1,1,3.208994213694266,2.4614490255774975,1.9971602333755323,0,0,0,0,83.0,13.833333333333334,1.0
515.0,515,13,1,82.0,0.0,82.0,8,0.08693225804859145,0,9.310508100584265,0.6277290321943658,0.8251820739165823,0.48191361744420563,1,1,1,3.1233459177981295,2.655121218679588,2.1096679892526113,0,0,0,0,82.0,10.25,1.0
516.0,516,14,2,80.0,0.0,80.0,5,0.08669299432195494,1,8.066392218686445,0.6267719772878199,0.8379673484493124,0.48591361744420564,1,1,1,2.756713020654411,2.086540766589209,1.4897364861144364,0,0,0,0,80.0,16.0,1.0
517.0,517,14,2,78.0,0.0,78.0,4,0.08648713733793102,3,8.03572587473087,0.6259485493517241,0.8500844881297909,0.48991361744420564,1,1,1,2.5715743657488987,2.0410710838081103,1.6820118938565782,0,0,0,0,78.0,19.5,1.0
518.0,518,14,2,75.0,0.0,75.0,6,0.08631492564487021,1,8.226276902373776,0.6252597025794808,0.8615287219910073,0.49391361744420564,1,1,1,2.8401740976995082,2.1705216123083715,1.5221504179593408,0,0,0,0,75.0,12.5,1.0
519.0,519,14,2,72.0,0.0,72.0,5,0.08617625507764304,2,8.222179491534327,0.6247050203105722,0.8723021333355505,0.49791361744420565,1,1,1,2.7370226827469986,2.136090219421962,1.6546114622489485,0,0,0,0,72.0,14.4,1.0
520.0,520,14,2,67.0,0.0,67.0,7,0.08607071826473323,0,8.076705747767047,0.6242828730589329,0.882412869593747,0.5019136174442056,1,1,1,2.7832662040686844,1.9525087000741221,1.6101072805660033,0,0,0,0,67.0,9.571428571428571,1.0
521.0,521,14,2,60.0,0.0,60.0,7,0.08599764602234428,0,8.34618139943879,0.6239905840893771,0.8918743144415255,0.5059136174442056,1,1,1,2.9189924270872503,2.2123269015254086,1.5514074206858277,0,0,0,0,60.0,8.571428571428571,1.0
522.0,522,15,2,54.0,0.0,54.0,7,0.08595614901593764,0,8.569273948109439,0.6238245960637505,0.9007042545696586,0.5099136174442056,1,1,1,2.9253316236146523,2.475038001329238,1.5612228101929078,0,0,0,0,54.0,7.714285714285714,1.0
523.0,523,15,2,58.0,0.0,58.0,7,0.08594515834712549,0,8.517049799865426,0.6237806333885019,0.9089240679459014,0.5139136174442056,1,1,1,2.5778733950403354,2.4811522446883787,1.837286610103068,0,0,0,0,58.0,8.285714285714286,1.0
524.0,524,15,2,58.0,0.0,58.0,6,0.08596346401519468,1,8.176590568105741,0.6238538560607787,0.9165579545845175,0.5179136174442056,1,1,1,2.5758777848547023,2.246915473674896,1.6479449516025781,0,0,0,0,58.0,9.666666666666666,1.0
525.0,525,15,2,52.0,0.0,52.0,7,0.08600975048626702,0,8.0550992981852,0.6240390019450681,0.9236322251630709,0.5219136174442056,1,1,1,2.519017012741485,2.277363675877439,1.5224934341125747,0,0,0,0,52.0,7.428571428571429,1.0
526.0,526,15,2,57.0,0.0,57.0,6,0.08608262886360954,1,8.243288059638223,0.6243305154544382,0.9301746576162202,0.5259136174442056,1,1,1,2.523348238730621,2.2706590345796758,1.7601028012374818,0,0,0,0,57.0,9.5,1.0
527.0,527,15,2,51.0,0.0,51.0,7,0.08618066537994054,0,8.457465054877346,0.6247226615197621,0.9362139272896006,0.5299136174442056,1,1,1,2.8028959458544143,2.4142301479455015,1.6047052247967653,0,0,0,0,51.0,7.285714285714286,1.0
528.0,528,16,2,51.0,0.0,51.0,3,0.0974617123593931,3,7.916911505504627,0.6698468494375724,0.35822088754574566,0.3537275673668038,1,1,1,2.4988762733010366,2.09509486920912,1.5521682393706282,0,0,0,0,51.0,17.0,1.0
529.0,529,16,2,50.0,0.0,50.0,5,0.09758345310116041,0,7.5176787995514776,0.6703338124046416,0.36378607271039926,0.3577275673668038,1,1,1,2.3299069079604204,1.8962537103356778,1.4209378811432476,0,0,0,0,50.0,10.0,1.0
530.0,530,16,2,47.0,0.0,47.0,5,0.0976814896174914,0,7.53506278571088,0.6707259584699656,0.36982534238377957,0.3617275673668038,1,1,1,2.2166822586707546,2.007432409446756,1.4447138140210887,0,0,0,0,47.0,9.4,1.0
531.0,531,16,2,43.0,0.0,43.0,5,0.09775436799483393,1,7.682639830284935,0.6710174719793357,0.37636777483692907,0.3657275673668038,1,1,1,2.4613894034083623,1.7220901381119542,1.6698202463358511,0,0,0,0,43.0,8.6,1.0
532.0,532,16,2,41.0,0.0,41.0,3,0.09780065446590626,2,7.514907187359864,0.671202617863625,0.38344204541548227,0.3697275673668038,1,1,1,2.390754326628242,1.8975991729055928,1.355280484665995,0,0,0,0,41.0,13.666666666666666,1.0
533.0,533,16,2,38.0,0.0,38.0,4,0.09781896013397547,2,7.6508133708041655,0.6712758405359018,0.39107593205409846,0.3737275673668038,1,1,1,2.410039125285992,1.7131358653378979,1.6903417228813171,0,0,0,0,38.0,9.5,1.0
534.0,534,17,2,32.0,0.0,32.0,6,0.0978079694651633,0,7.761242866193071,0.6712318778606532,0.3992957454303414,0.3777275673668038,1,1,1,2.3664480699969888,2.0114734379997308,1.5736320747446186,0,0,0,0,32.0,5.333333333333333,1.0
535.0,535,17,2,27.0,0.0,27.0,7,0.09776647245875666,0,7.8745810434579395,0.6710658898350267,0.4081256855584743,0.3817275673668038,1,1,1,2.5110010943545453,1.9617981040622674,1.6204271059056121,0,0,0,0,27.0,3.857142857142857,1.0
536.0,536,17,2,23.0,0.0,23.0,4,0.09769340021636774,1,7.594238139082899,0.6707736008654709,0.41758713040625284,0.3857275673668038,1,1,1,2.3278121368167404,1.977057654368817,1.4379278826680664,0,0,0,0,23.0,5.75,1.0
537.0,537,17,2,23.0,0.0,23.0,1,0.13092119673679126,0,2.5031889208618465,0.6703514536138316,0.4276978666644494,0.3897275673668038,0,0,1,0.0,0.0,1.1289861510773078,0,0,0,0,23.0,23.0,0.3333333333333333
538.0,538,17,2,22.0,0.0,22.0,2,0.1307825261695641,0,2.8807877792146965,0.669796771344923,0.43847127800899277,0.3937275673668038,0,0,1,0.0,0.0,1.6009847240183708,0,0,0,0,22.0,11.0,0.3333333333333333
539.0,539,17,2,27.0,0.0,27.0,2,0.1306103144765033,0,2.8042805003692757,0.6691079245726798,0.44991551187020895,0.3977275673668038,0,0,1,0.0,0.0,1.5053506254615943,0,0,0,0,27.0,13.5,0.3333333333333333
540.0,540,18,2,36.0,0.0,36.0,2,0.13040445749247936,0,2.967356789850333,0.6682844966365841,0.4620326515506876,0.4017275673668038,0,0,1,0.0,0.0,1.709195987312916,0,0,0,0,36.0,18.0,0.3333333333333333
541.0,541,18,2,36.0,0.0,36.0,1,0.13016519376584285,0,2.715225367860178,0.667327441730038,0.4748179260834176,0.4057275673668038,0,0,1,0.0,0.0,1.3940317098252224,0,0,0,0,36.0,36.0,0.3333333333333333
542.0,542,18,2,37.0,0.0,37.0,1,0.1298931403220639,0,2.7965215872587508,0.6662392279549222,0.48825899495899655,0.4097275673668038,0,0,1,0.0,0.0,1.4956519840734381,0,0,0,0,37.0,37.0,0.3333333333333333
543.0,543,18,2,37.0,0.0,37.0,0,0.0,1,2.675878403821356,0.6650239573142221,0.5023353481624971,0.41372756736680383,0,0,1,0.0,0.0,1.3448480047766946,0,0,0,0,37.0,37.0,0.3333333333333333
544.0,544,18,2,37.0,0.0,37.0,1,0.12925519690948017,0,2.6293983502763827,0.6636874543045873,0.5170178632106712,0.41772756736680383,0,0,1,0.0,0.0,1.2867479378454785,0,0,0,0,37.0,37.0,0.3333333333333333
545.0,545,18,2,45.0,0.0,45.0,2,0.12889266209589956,0,2.8981628115198457,0.6622373150502648,0.5322685594822837,0.42172756736680383,0,0,1,0.0,0.0,1.6227035143998072,0,0,0,0,45.0,22.5,0.3333333333333333
546.0,546,19,2,46.0,0.0,46.0,2,0.12850406078791657,0,2.9656825508258775,0.6606829098183329,0.5480405856419431,0.42572756736680384,0,0,1,0.0,0.0,1.7071031885323467,0,0,0,0,46.0,23.0,0.3333333333333333
547.0,547,19,2,46.0,0.0,46.0,1,0.12809216666207862,0,2.711320079430778,0.6590353333149812,0.5642784681587018,0.42972756736680384,0,0,1,0.0,0.0,1.3891500992884724,0,0,0,0,46.0,46.0,0.3333333333333333
548.0,548,19,2,56.0,1.0,57.0,0,0.0,0,0.8999999999999999,0.6573072993624649,0.5809186379212836,0.43372756736680385,0,0,0,0.0,0.0,0.0,0,0,0,0,57.0,46.0,0.0
549.0,549,19,2,58.0,1.0,59.0,0,0.0,0,0.8999999999999999,0.6555129793003538,0.5978902382318387,0.43772756736680385,0,0,0,0.0,0.0,0.0,0,0,0,0,59.0,46.0,0.0
550.0,550,19,2,60.0,1.0,61.0,0,0.0,0,0.8999999999999999,0.6536677865704684,0.6151162018812655,0.44172756736680385,0,0,0,0.0,0.0,0.0,0,0,0,0,61.0,46.0,0.0
551.0,551,19,2,67.0,1.0,68.0,0,0.0,0,0.8999999999999999,0.651788113193773,0.632514568764742,0.44572756736680386,0,0,0,0.0,0.0,0.0,0,0,0,0,68.0,46.0,0.0
552.0,552,20,2,72.0,1.0,73.0,0,0.0,0,0.8999999999999999,0.6498910269467215,0.6499999999999999,0.44972756736680386,0,0,0,0.0,0.0,0.0,0,0,0,0,73.0,46.0,0.0
553.0,553,20,2,73.0,1.0,74.0,0,0.0,0,0.8999999999999999,0.64799394069967,0.667485431235258,0.45372756736680386,0,0,0,0.0,0.0,0.0,0,0,0,0,74.0,46.0,0.0
554.0,554,20,2,80.0,1.0,81.0,0,0.0,0,0.8999999999999999,0.6461142673229746,0.6848837981187346,0.45772756736680387,0,0,0,0.0,0.0,0.0,0,0,0,0,81.0,46.0,0.0
555.0,555,20,2,82.0,1.0,83.0,0,0.0,0,0.8999999999999999,0.6442690745930894,0.7021097617681613,0.46172756736680387,0,0,0,0.0,0.0,0.0,0,0,0,0,83.0,46.0,0.0
556.0,556,20,2,82.0,1.0,83.0,0,0.0,0,0.8999999999999999,0.6424747545309782,0.7190813620787164,0.4657275673668039,0,0,0,0.0,0.0,0.0,0,0,0,0,83.0,46.0,0.0
557.0,557,20,2,83.0,0.0,83.0,3,0.12352001347794882,0,3.6893143506660686,0.6407467205784619,0.7357215318412982,0.4697275673668039,1,0,0,2.611642938332586,0.0,0.0,0,0,0,1,83.0,27.666666666666668,0.3333333333333333
558.0,558,21,2,83.0,0.0,83.0,2,0.1231081193521109,0,3.32839022700428,0.6390991440751103,0.7519594143580568,0.4737275673668039,1,0,0,2.16048778375535,0.0,0.0,0,0,0,0,83.0,41.5,0.3333333333333333
559.0,559,21,2,80.0,0.0,80.0,3,0.12271951804412791,0,3.623364666683487,0.6375447388431783,0.7677314405177162,0.4777275673668039,1,0,0,2.529205833354359,0.0,0.0,0,0,0,0,80.0,26.666666666666668,0.3333333333333333
560.0,560,21,2,80.0,0.0,80.0,3,0.12235698323054729,0,3.7313518403745967,0.6360945995888558,0.7829821367893287,0.4817275673668039,1,0,0,2.6641898004682463,0.0,0.0,0,0,0,0,80.0,26.666666666666668,0.3333333333333333
561.0,561,21,2,77.0,0.0,77.0,3,0.1220228574781386,0,3.805970204492322,0.634758096579221,0.7976646518375027,0.4857275673668039,1,0,0,2.757462755615403,0.0,0.0,0,0,0,0,77.0,25.666666666666668,0.3333333333333333
562.0,562,21,2,76.0,0.0,76.0,3,0.12171903981796356,0,3.6994281136207072,0.6335428259385208,0.8117410050410034,0.4897275673668039,1,0,0,2.6242851420258844,0.0,0.0,0,0,0,0,76.0,25.333333333333332,0.3333333333333333
563.0,563,21,2,74.0,0.0,74.0,3,0.12144698637418462,0,3.6320599369770643,0.6324546121634051,0.8251820739165823,0.4937275673668039,1,0,0,2.540074921221331,0.0,0.0,0,0,0,0,74.0,24.666666666666668,0.3333333333333333
564.0,564,22,3,74.0,0.0,74.0,1,0.1212077226475481,1,3.4645883041313956,0.6314975572568591,0.8379673484493124,0.4977275673668039,1,0,0,2.3307353801642448,0.0,0.0,0,0,0,0,74.0,74.0,0.3333333333333333
565.0,565,22,3,74.0,0.0,74.0,2,0.1210018656635242,0,3.0471488658195476,0.6306741293207634,0.8500844881297909,0.5017275673668039,1,0,0,1.8089360822744345,0.0,0.0,0,0,0,0,74.0,37.0,0.3333333333333333
566.0,566,22,3,73.0,0.0,73.0,2,0.12082965397046337,0,3.3470528250763767,0.62998528254852,0.8615287219910073,0.5057275673668039,1,0,0,2.183816031345471,0.0,0.0,0,0,0,0,73.0,36.5,0.3333333333333333
567.0,567,22,3,70.0,0.0,70.0,4,0.10402431673656953,0,5.461041494363783,0.6294306002796115,0.8723021333355505,0.5097275673668039,1,1,0,2.1795836810219966,1.7717181869327316,0.0,0,0,0,0,70.0,17.5,0.6666666666666666
568.0,568,22,3,67.0,0.0,67.0,4,0.10391877992365972,0,5.670417299606339,0.6290084530279723,0.882412869593747,0.5137275673668039,1,1,0,2.3025783674614133,1.9104432570465106,0.0,0,0,0,0,67.0,16.75,0.6666666666666666
569.0,569,22,3,64.0,0.0,64.0,4,0.10384570768127077,0,5.701437876281178,0.6287161640584165,0.8918743144415255,0.5177275673668039,1,1,0,2.220809719426013,2.030987625925459,0.0,0,0,0,0,64.0,16.0,0.6666666666666666
570.0,570,23,3,65.0,0.0,65.0,4,0.10380421067486414,1,5.7033134398508905,0.6285501760327898,0.9007042545696586,0.5217275673668039,1,1,0,2.5243093490214785,1.7298324507921352,0.0,0,0,0,0,65.0,16.25,0.6666666666666666
571.0,571,23,3,61.0,0.0,61.0,4,0.10379322000605198,0,5.712779712633991,0.6285062133575412,0.9089240679459014,0.5257275673668039,1,1,0,2.431904420571376,1.8340702202211139,0.0,0,0,0,0,61.0,15.25,0.6666666666666666
572.0,572,23,3,68.0,0.0,68.0,4,0.10381152567412119,0,5.84437722856178,0.628579436029818,0.9165579545845175,0.5297275673668039,1,1,0,2.3405919456120396,2.0898795900901854,0.0,0,0,0,0,68.0,17.0,0.6666666666666666
573.0,573,23,3,65.0,0.0,65.0,4,0.10385781214519352,0,5.533745330373479,0.6287645819141074,0.9236322251630709,0.5337275673668039,1,1,0,2.3059155673202847,1.7362660956465645,0.0,0,0,0,0,65.0,16.25,0.6666666666666666
574.0,574,23,3,61.0,0.0,61.0,4,0.10393069052253603,0,5.656715995915548,0.6290560954234775,0.9301746576162202,0.5377275673668039,1,1,0,2.253649888865455,1.9422451060289814,0.0,0,0,0,0,61.0,15.25,0.6666666666666666
575.0,575,23,3,59.0,0.0,59.0,3,0.10402872703886704,1,5.887586988711924,0.6294482414888014,0.9362139272896006,0.5417275673668039,1,1,0,2.4703618715387607,2.0141218643511434,0.0,0,0,0,0,59.0,19.666666666666668,0.6666666666666666
576.0,576,0,3,56.0,0.0,56.0,4,0.1136451315537639,0,5.1269873195742255,0.667913859548389,0.35822088754574566,0.3488950926438452,1,1,0,1.9149937068269278,1.618740442640854,0.0,0,0,0,0,56.0,14.0,0.6666666666666666
577.0,577,0,3,53.0,0.0,53.0,3,0.11376687229553123,1,5.067352247573688,0.6684008225154582,0.36378607271039926,0.3528950926438452,1,1,0,1.7964161985101945,1.6627741109569159,0.0,0,0,0,0,53.0,17.666666666666668,0.6666666666666666
